000744|1|DMN-V7-DAF|56163.86|kgf     |M|19:44:06.998
000745|1|GPK-G1-13L|73354.35|Nm      |A|19:44:07.494
000746|1|1JH-OJ-OK9|30616.81|kg/m^2  |A|19:44:07.985
000747|1|HSN-FT-JCZ|62478.58|A       |A|19:44:08.477
000748|1|5KN-TA-3HE|32426.30|kgf     |A|19:44:08.973
000749|1|FOU-QM-TAB|76111.59|m/s     |M|19:44:09.465
000750|1|GQ8-75-OM7|09093.15|m       |A|19:44:09.960
000751|1|01R-T1-ZUQ|45463.24|kg      |A|19:44:10.465
000752|1|FXR-24-FPD|23340.42|m/s^2   |M|19:44:10.960
000753|1|1AG-9Z-8YV|35050.55|Nm      |A|19:44:11.456
000754|1|HXJ-RF-E5M|21085.10|m/s     |A|19:44:11.950
000755|1|58F-W5-4F6|28905.21|A       |M|19:44:12.454
000756|1|5EJ-8A-CKF|69701.91|Nm      |M|19:44:12.947
000757|1|7U1-JJ-VLR|69340.95|N       |A|19:44:13.440
000758|1|QHM-SZ-X0T|93162.08|T       |A|19:44:13.942
000759|1|FMF-6C-XW3|53457.07|m/s     |M|19:44:14.435
000760|1|KBP-W5-KN6|92350.65|m/s^2   |A|19:44:14.928
000761|1|OLE-B9-0F5|82504.85|m/s     |M|19:44:15.420
000762|1|3BP-PP-M6G|92037.31|Nm      |M|19:44:15.910
000763|1|F8N-L6-B0I|01222.25|m/s^2   |A|19:44:16.404
000764|1|5JZ-79-XFV|30397.22|V       |M|19:44:16.898
000765|1|3YX-XZ-ZWY|15605.27|kg      |M|19:44:17.392
000766|1|575-33-0IY|72572.86|kg/m^2  |A|19:44:17.884
000767|1|K1K-D8-POZ|75414.80|kg      |M|19:44:18.378
000768|1|T48-I0-PMH|69332.79|V       |A|19:44:18.868
000769|1|7GQ-16-5G2|72638.55|kg/m^2  |A|19:44:19.374
000770|1|398-4Q-MCJ|10948.27|A       |A|19:44:19.871
000771|1|C3V-A5-8AV|21560.41|m/s^2   |A|19:44:20.367
000772|1|QQ1-X0-MA7|89776.43|N       |A|19:44:20.863
000773|1|GC4-WC-BUN|40223.95|m/s     |M|19:44:21.356
000774|1|Q2E-5U-5FQ|31581.75|V       |M|19:44:21.859
000775|1|O3M-10-5W0|79532.36|m/s     |A|19:44:22.361
000776|1|C01-2D-XM1|70829.10|A       |M|19:44:22.855
000777|1|4ZD-EJ-3O4|62828.19|kg/m^2  |M|19:44:23.352
000778|1|C5Z-2S-7C9|93349.59|m/s     |A|19:44:23.858
000779|1|HEO-PR-KVK|19561.51|kg      |M|19:44:24.359
000780|1|LH1-13-UON|34371.58|N       |M|19:44:24.855
000781|1|U4M-T4-1ZT|53787.85|kg/m^2  |A|19:44:25.349
000782|1|RQ3-2Q-32H|05087.06|kgf     |M|19:44:25.846
000783|1|CUW-RV-W74|42955.83|m       |A|19:44:26.345
000784|1|R32-6V-XFE|48340.63|V       |M|19:44:26.835
000785|1|XI9-4W-PK0|68120.69|V       |M|19:44:27.333
000786|1|VND-LK-AMW|47108.51|m/s     |A|19:44:27.839
000787|1|76P-SX-S9P|70588.73|A       |M|19:44:28.332
000788|1|HO7-3J-8UN|19734.65|N       |A|19:44:28.832
000589|1|E8U-EI-NWV|98696.29|Nm      |A|19:42:49.987
000590|1|6MD-KP-WAD|05167.37|kg/m^2  |M|19:42:50.484
000591|1|V5M-TQ-2T8|17395.17|kg/m^2  |M|19:42:50.979
000592|1|K2W-DJ-05E|72619.81|kgf     |M|19:42:51.477
000593|1|4KS-VO-BXC|67465.95|kg/m^2  |A|19:42:51.982
000594|1|4ZI-I4-DUI|95181.02|m/s^2   |M|19:42:52.480
000595|1|J2N-8Q-RHA|50105.78|m       |A|19:42:52.976
000596|1|FB0-D1-QHG|06050.50|V       |A|19:42:53.473
000597|1|GY4-92-71W|46363.45|m/s^2   |A|19:42:53.967
000598|1|NNV-24-EKI|00198.08|m       |M|19:42:54.462
000599|1|O1W-UL-3WV|79892.68|A       |M|19:42:54.956
000600|1|07U-JB-2F9|09987.46|A       |A|19:42:55.452
000601|1|6GS-YA-ZI7|12179.93|A       |M|19:42:55.955
